"Gene_clean","Gene_original","Module","ENTREZID"
"MED12L","MED12L","red","116931"
"MEDAG","MEDAG","blue","84935"
"MEF2B","MEF2B","brown","100271849"
"MEF2BNB-MEF2B","MEF2BNB-MEF2B","brown",NA
"MEF2C","MEF2C","turquoise","4208"
"MEFV","MEFV","grey","4210"
"MEGF10","MEGF10","yellow","84466"
"MEIS1","MEIS1","yellow","4211"
"MEIS3","MEIS3","turquoise","56917"
"MEOX2","MEOX2","blue","4223"
"MEPE","MEPE","turquoise","56955"
"MERTK","MERTK","blue","10461"
"MET","MET","turquoise","4233"
"METRNL","METRNL","blue","284207"
"METTL21C","METTL21C","turquoise","196541"
"METTL24","METTL24","red","728464"
"METTL7A","METTL7A","brown",NA
"METTL7B","METTL7B","brown",NA
"MEX3A","MEX3A","brown","92312"
"MFAP4","MFAP4","blue","4239"
"MFAP5","MFAP5","brown","8076"
"MFNG","MFNG","blue","4242"
"MFSD4","MFSD4","turquoise",NA
"MGAM","MGAM","blue","8972"
"MGAT2","MGAT2","red","4247"
"MGAT4C","MGAT4C","grey","25834"
"MGAT5B","MGAT5B","black","146664"
"MGC10955","MGC10955","yellow",NA
"MGP","MGP","blue","4256"
"MGST1","MGST1","blue","4257"
"MICA","MICA","blue","100507436"
"MICAL2","MICAL2","black","9645"
"MICALL1","MICALL1","yellow","85377"
"MICB","MICB","blue","4277"
"MICU3","MICU3","turquoise","286097"
"MID1IP1","MID1IP1","yellow","58526"
"MILR1","MILR1","green","284021"
"MIP","MIP","grey","4284"
"MKL2","MKL2","red",NA
"MKNK2","MKNK2","brown","2872"
"MKRN3","MKRN3","yellow","7681"
"MKX","MKX","turquoise","283078"
"MLC1","MLC1","brown","23209"
"MLIP","MLIP","turquoise","90523"
"MLK4","MLK4","turquoise",NA
"MLKL","MLKL","blue","197259"
"MLLT11","MLLT11","turquoise","10962"
"MLPH","MLPH","blue","79083"
"MMD2","MMD2","grey","221938"
"MME","MME","turquoise","4311"
"MMEL1","MMEL1","blue","79258"
"MMP14","MMP14","blue","4323"
"MMP2","MMP2","blue","4313"
"MMP23B","MMP23B","brown","8510"
"MMRN1","MMRN1","blue","22915"
"MMRN2","MMRN2","blue","79812"
"MND1","MND1","yellow","84057"
"MNDA","MNDA","blue","4332"
"MOAP1","MOAP1","turquoise","64112"
"MOB3B","MOB3B","yellow","79817"
"MOBP","MOBP","yellow","4336"
"MOCOS","MOCOS","blue","55034"
"MOG","MOG","yellow","4340"
"MORN3","MORN3","turquoise","283385"
"MORN5","MORN5","brown","254956"
"MOSPD2","MOSPD2","yellow","158747"
"MPEG1","MPEG1","green","219972"
"MPL","MPL","grey","4352"
"MPO","MPO","turquoise","4353"
"MPP4","MPP4","turquoise","58538"
"MPP6","MPP6","red",NA
"MPP7","MPP7","turquoise","143098"
"MPPED1","MPPED1","turquoise","758"
"MPPED2","MPPED2","turquoise","744"
"MPST","MPST","yellow","4357"
"MPZL2","MPZL2","blue","10205"
"MRAP2","MRAP2","turquoise","112609"
"MRC1L1","MRC1L1","blue",NA
"MRC2","MRC2","yellow","9902"
"MRGPRF","MRGPRF","blue","116535"
"MRO","MRO","blue","83876"
"MROH1","MROH1","red","727957"
"MROH6","MROH6","brown","642475"
"MROH7","MROH7","grey","374977"
"MRPS6","MRPS6","blue","64968"
"MRVI1","MRVI1","blue",NA
"MS4A14","MS4A14","brown","84689"
"MS4A4A","MS4A4A","green","51338"
"MS4A6A","MS4A6A","green","64231"
"MS4A7","MS4A7","green","58475"
"MS4A8","MS4A8","turquoise","83661"
"MSC","MSC","turquoise","9242"
"MSH5","MSH5","green","4439"
"MSH5-SAPCD1","MSH5-SAPCD1","brown","100532732"
"MSLN","MSLN","green","10232"
"MSLNL","MSLNL","black","401827"
"MSN","MSN","green","4478"
"MSR1","MSR1","green","4481"
"MST1R","MST1R","brown","4486"
"MST4","MST4","turquoise",NA
"MSX1","MSX1","blue","4487"
"MSX2","MSX2","blue","4488"
"MT-ATP6","MT-ATP6","blue","4508"
"MT-ATP8","MT-ATP8","brown","4509"
"MT-CO1","MT-CO1","blue","4512"
"MT-CYB","MT-CYB","brown","4519"
"MT-ND1","MT-ND1","brown","4535"
"MT-ND2","MT-ND2","brown","4536"
"MT-ND3","MT-ND3","blue","4537"
"MT-ND4","MT-ND4","brown","4538"
"MT-ND4L","MT-ND4L","brown","4539"
"MT-ND5","MT-ND5","brown","4540"
"MT-ND6","MT-ND6","brown","4541"
"MT1A","MT1A","blue","4489"
"MT1E","MT1E","brown","4493"
"MT1F","MT1F","brown","4494"
"MT1G","MT1G","brown","4495"
"MT1H","MT1H","brown","4496"
"MT1M","MT1M","brown","4499"
"MT1X","MT1X","brown","4501"
"MT2A","MT2A","brown","4502"
"MT3","MT3","brown","4504"
"MTFR2","MTFR2","grey","113115"
"MTHFD2","MTHFD2","blue","10797"
"MTL5","MTL5","turquoise",NA
"MTMR7","MTMR7","turquoise","9108"
"MTMR8","MTMR8","grey","55613"
"MTPN","MTPN","red","136319"
"MTRNR2L12","MTRNR2L12","brown","100463498"
"MTRNR2L2","MTRNR2L2","brown","100462981"
"MTRNR2L8","MTRNR2L8","grey","100463486"
"MTRNR2L9","MTRNR2L9","brown","100463487"
"MTSS1L","MTSS1L","brown",NA
"MTUS1","MTUS1","yellow","57509"
"MTUS2","MTUS2","turquoise","23281"
"MTX3","MTX3","red","345778"
"MUC1","MUC1","blue","4582"
"MUC12","MUC12","brown","10071"
"MUC19","MUC19","grey","283463"
"MUC4","MUC4","brown","4585"
"MUC5B","MUC5B","black","727897"
"MUC6","MUC6","brown","4588"
"MUM1L1","MUM1L1","turquoise",NA
"MVB12B","MVB12B","yellow","89853"
"MVP","MVP","brown","9961"
"MX2","MX2","blue","4600"
"MXRA5","MXRA5","blue","25878"
"MYADML2","MYADML2","turquoise","255275"
"MYB","MYB","turquoise","4602"
"MYBPC2","MYBPC2","grey","4606"
"MYBPH","MYBPH","brown","4608"
"MYBPHL","MYBPHL","brown","343263"
"MYC","MYC","blue","4609"
"MYCT1","MYCT1","blue","80177"
"MYD88","MYD88","blue","4615"
"MYH10","MYH10","turquoise","4628"
"MYH11","MYH11","blue","4629"
"MYH3","MYH3","brown","4621"
"MYH7","MYH7","grey","4625"
"MYH7B","MYH7B","yellow","57644"
"MYL3","MYL3","brown","4634"
"MYL7","MYL7","brown","58498"
"MYL9","MYL9","blue","10398"
"MYLK2","MYLK2","turquoise","85366"
"MYLK3","MYLK3","red","91807"
"MYO15A","MYO15A","black","51168"
"MYO15B","MYO15B","brown","80022"
"MYO16","MYO16","turquoise","23026"
"MYO18A","MYO18A","brown","399687"
"MYO1B","MYO1B","turquoise","4430"
"MYO1D","MYO1D","yellow","4642"
"MYO1E","MYO1E","yellow","4643"
"MYO1F","MYO1F","green","4542"
"MYO1G","MYO1G","green","64005"
"MYO1H","MYO1H","turquoise","283446"
"MYO5B","MYO5B","turquoise","4645"
"MYO7B","MYO7B","grey","4648"
"MYO9B","MYO9B","yellow","4650"
"MYOCD","MYOCD","blue","93649"
"MYOF","MYOF","blue","26509"
"MYOT","MYOT","yellow","9499"
"MYOZ1","MYOZ1","brown","58529"
"MYOZ2","MYOZ2","turquoise","51778"
"MYOZ3","MYOZ3","turquoise","91977"
"MYRF","MYRF","yellow","745"
"MYRFL","MYRFL","grey","196446"
"MYT1L","MYT1L","turquoise","23040"
"MZT1","MZT1","turquoise","440145"
"N4BP3","N4BP3","black","23138"
"NAALADL1","NAALADL1","blue","10004"
"NAGS","NAGS","brown","162417"
"NAIP","NAIP","yellow","4671"
"NAMPTL","NAMPTL","grey",NA
"NANOS3","NANOS3","brown","342977"
"NAP1L2","NAP1L2","turquoise","4674"
"NAP1L5","NAP1L5","turquoise","266812"
"NAPB","NAPB","turquoise","63908"
"NAPSA","NAPSA","brown","9476"
"NAT16","NAT16","turquoise","375607"
"NBEA","NBEA","turquoise","26960"
"NBEAL1","NBEAL1","grey","65065"
"NBEAL2","NBEAL2","brown","23218"
"NBPF10","NBPF10","brown","100132406"
"NBPF14","NBPF14","brown","25832"
"NBPF16","NBPF16","grey",NA
"NCALD","NCALD","turquoise","83988"
"NCAPH","NCAPH","grey","23397"
"NCDN","NCDN","black","23154"
"NCEH1","NCEH1","turquoise","57552"
"NCF1","NCF1","green","653361"
"NCF2","NCF2","green","4688"
"NCF4","NCF4","green","4689"
"NCKAP1L","NCKAP1L","green","3071"
"NCKAP5","NCKAP5","yellow","344148"
"NCMAP","NCMAP","yellow","400746"
"NCR3LG1","NCR3LG1","red","374383"
"NCS1","NCS1","black","23413"
"NDE1","NDE1","yellow","54820"
"NDNF","NDNF","grey","79625"
"NDRG1","NDRG1","yellow","10397"
"NDRG4","NDRG4","turquoise","65009"
"NDST3","NDST3","turquoise","9348"
"NDUFA4L2","NDUFA4L2","blue",NA
"NECAB2","NECAB2","turquoise","54550"
"NEDD4","NEDD4","blue","4734"
"NEDD4L","NEDD4L","turquoise","23327"
"NEFH","NEFH","black","4744"
"NEFM","NEFM","turquoise","4741"
"NEGR1","NEGR1","turquoise","257194"
"NEK10","NEK10","turquoise","152110"
"NEK2","NEK2","turquoise","4751"
"NEK3","NEK3","yellow","4752"
"NEK5","NEK5","green","341676"
"NEK6","NEK6","blue","10783"
"NELL1","NELL1","turquoise","4745"
"NELL2","NELL2","turquoise","4753"
"NETO1","NETO1","turquoise","81832"
"NETO2","NETO2","turquoise","81831"
"NEU3","NEU3","red","10825"
"NEURL","NEURL","black",NA
"NEUROD1","NEUROD1","grey","4760"
"NEUROD2","NEUROD2","grey","4761"
"NEUROD6","NEUROD6","turquoise","63974"
"NEUROG2","NEUROG2","grey","63973"
"NEXN","NEXN","blue","91624"
"NFAM1","NFAM1","green","150372"
"NFAT5","NFAT5","red","10725"
"NFATC1","NFATC1","brown","4772"
"NFATC2","NFATC2","green","4773"
"NFATC3","NFATC3","brown","4775"
"NFATC4","NFATC4","blue","4776"
"NFKB2","NFKB2","blue","4791"
"NFKBIA","NFKBIA","blue","4792"
"NFKBIZ","NFKBIZ","blue","64332"
"NGB","NGB","black","58157"
"NGEF","NGEF","turquoise","25791"
"NGF","NGF","blue","4803"
"NGFR","NGFR","brown","4804"
"NHLH2","NHLH2","yellow","4808"
"NHLRC4","NHLRC4","grey","283948"
"NHS","NHS","blue","4810"
"NHSL1","NHSL1","brown","57224"
"NHSL2","NHSL2","red","340527"
"NID1","NID1","blue","4811"
"NINJ2","NINJ2","yellow","4815"
"NIPAL1","NIPAL1","turquoise","152519"
"NIPAL2","NIPAL2","turquoise","79815"
"NIPAL4","NIPAL4","yellow","348938"
"NKAIN3","NKAIN3","blue","286183"
"NKD2","NKD2","black","85409"
"NKG7","NKG7","grey","4818"
"NKX2-1","NKX2-1","grey","7080"
"NKX2-2","NKX2-2","yellow","4821"
"NKX6-1","NKX6-1","blue","4825"
"NKX6-2","NKX6-2","yellow","84504"
"NKX6-3","NKX6-3","turquoise","157848"
"NLRC5","NLRC5","green","84166"
"NLRP2","NLRP2","turquoise","55655"
"NLRP9","NLRP9","grey","338321"
"NMB","NMB","yellow","4828"
"NME5","NME5","turquoise","8382"
"NME8","NME8","yellow","51314"
"NMNAT2","NMNAT2","turquoise","23057"
"NMU","NMU","turquoise","10874"
"NMUR2","NMUR2","grey","56923"
"NNAT","NNAT","turquoise","4826"
"NNMT","NNMT","blue","4837"
"NOD2","NOD2","blue","64127"
"NOL4","NOL4","turquoise","8715"
"NOMO2","NOMO2","turquoise","283820"
"NOMO3","NOMO3","turquoise","408050"
"NOS1AP","NOS1AP","turquoise","9722"
"NOS2","NOS2","turquoise","4843"
"NOS3","NOS3","blue","4846"
"NOTCH1","NOTCH1","brown","4851"
"NOTCH2","NOTCH2","blue","4853"
"NOTCH3","NOTCH3","blue","4854"
"NOTUM","NOTUM","brown","147111"
"NOV","NOV","turquoise",NA
"NOX1","NOX1","grey","27035"
"NOX4","NOX4","yellow","50507"
"NOX5","NOX5","turquoise","79400"
"NPAS1","NPAS1","black","4861"
"NPAS4","NPAS4","turquoise","266743"
"NPBWR2","NPBWR2","red","2832"
"NPC1","NPC1","yellow","4864"
"NPC1L1","NPC1L1","brown","29881"
"NPC2","NPC2","brown","10577"
"NPFF","NPFF","brown","8620"
"NPFFR2","NPFFR2","grey","10886"
"NPHS1","NPHS1","turquoise","4868"
"NPIPL1","NPIPL1","brown",NA
"NPIPL2","NPIPL2","grey",NA
"NPM2","NPM2","turquoise","10361"
"NPNT","NPNT","blue","255743"
"NPPC","NPPC","turquoise","4880"
"NPR1","NPR1","blue","4881"
"NPTN","NPTN","turquoise","27020"
"NPTX1","NPTX1","turquoise","4884"
"NPTX2","NPTX2","turquoise","4885"
"NPTXR","NPTXR","black","23467"
"NPW","NPW","brown","283869"
"NPY","NPY","grey","4852"
"NPY1R","NPY1R","grey","4886"
"NPY2R","NPY2R","turquoise","4887"
"NPY5R","NPY5R","turquoise","4889"
"NQO1","NQO1","blue","1728"
"NR0B1","NR0B1","yellow","190"
"NR1D1","NR1D1","brown","9572"
"NR1I2","NR1I2","turquoise","8856"
"NR2E1","NR2E1","blue","7101"
"NR2F2","NR2F2","blue","7026"
"NR4A1","NR4A1","grey","3164"
"NR4A2","NR4A2","grey","4929"
"NR4A3","NR4A3","turquoise","8013"
"NRAP","NRAP","brown","4892"
"NRCAM","NRCAM","turquoise","4897"
"NREP","NREP","turquoise","9315"
"NRG1","NRG1","turquoise","3084"
"NRGN","NRGN","black","4900"
"NRIP2","NRIP2","brown","83714"
"NRIP3","NRIP3","turquoise","56675"
"NRM","NRM","brown","11270"
"NRN1","NRN1","turquoise","51299"
"NRSN1","NRSN1","turquoise","140767"
"NRXN1","NRXN1","turquoise","9378"
"NRXN3","NRXN3","turquoise","9369"
"NSF","NSF","turquoise","4905"
"NSG1","NSG1","turquoise","27065"
"NSG2","NSG2","turquoise","51617"
"NSUN7","NSUN7","green","79730"
"NT5C1A","NT5C1A","red","84618"
"NT5DC3","NT5DC3","black","51559"
"NTN3","NTN3","brown","4917"
"NTN4","NTN4","turquoise","59277"
"NTN5","NTN5","brown","126147"
"NTNG1","NTNG1","turquoise","22854"
"NTRK1","NTRK1","green","4914"
"NTSR1","NTSR1","turquoise","4923"
"NTSR2","NTSR2","brown","23620"
"NUAK2","NUAK2","brown","81788"
"NUDT10","NUDT10","turquoise","170685"
"NUDT11","NUDT11","turquoise","55190"
"NUDT18","NUDT18","turquoise","79873"
"NUDT4","NUDT4","turquoise","11163"
"NUF2","NUF2","grey","83540"
"NUP210L","NUP210L","brown","91181"
"NUPR1","NUPR1","brown","26471"
"NUPR1L","NUPR1L","turquoise",NA
"NUSAP1","NUSAP1","blue","51203"
"NUTM2A","NUTM2A","grey","728118"
"NUTM2B","NUTM2B","grey","729262"
"NUTM2D","NUTM2D","yellow","728130"
"NUTMG","NUTMG","brown",NA
"NWD1","NWD1","brown","284434"
"NXF5","NXF5","red","55998"
"NXN","NXN","blue","64359"
"NXNL2","NXNL2","grey","158046"
"NXPH1","NXPH1","turquoise","30010"
"NXPH2","NXPH2","turquoise","11249"
"NXPH4","NXPH4","grey","11247"
"NYAP1","NYAP1","black","222950"
"NYAP2","NYAP2","red","57624"
"OAS1","OAS1","brown","4938"
"OAS2","OAS2","blue","4939"
"OAS3","OAS3","blue","4940"
"OASL","OASL","yellow","8638"
"OCA2","OCA2","turquoise","4948"
"OCLN","OCLN","yellow","100506658"
"ODF3B","ODF3B","green",NA
"ODF3L2","ODF3L2","brown",NA
"OGDHL","OGDHL","black","55753"
"OGN","OGN","blue","4969"
"OLAH","OLAH","blue","55301"
"OLFM1","OLFM1","turquoise","10439"
"OLFM2","OLFM2","brown","93145"
"OLFM3","OLFM3","turquoise","118427"
"OLFM4","OLFM4","turquoise","10562"
"OLFML1","OLFML1","blue","283298"
"OLFML2A","OLFML2A","blue","169611"
"OLFML2B","OLFML2B","yellow","25903"
"OLFML3","OLFML3","green","56944"
"OLIG1","OLIG1","yellow","116448"
"OLIG2","OLIG2","yellow","10215"
"OLR1","OLR1","green","4973"
"OMD","OMD","blue","4958"
"ONECUT2","ONECUT2","turquoise","9480"
"OPALIN","OPALIN","yellow","93377"
"OPCML","OPCML","turquoise","4978"
"OPN3","OPN3","turquoise","23596"
"OPN4","OPN4","black","94233"
"OPRD1","OPRD1","red","4985"
"OPRK1","OPRK1","grey","4986"
"OPRL1","OPRL1","turquoise","4987"
"OPRM1","OPRM1","turquoise","4988"
"OR13J1","OR13J1","brown","392309"
"OR14I1","OR14I1","turquoise","401994"
"OR1F1","OR1F1","turquoise","4992"
"OR2H2","OR2H2","brown","7932"
"OR2L13","OR2L13","turquoise","284521"
"OR2W3","OR2W3","turquoise","343171"
"OR7A5","OR7A5","brown","26659"
"OR8S1","OR8S1","red","341568"
"ORAI1","ORAI1","brown","84876"
"OSBPL10","OSBPL10","turquoise","114884"
"OSGIN1","OSGIN1","brown","29948"
"OSM","OSM","green","5008"
"OSMR","OSMR","blue","9180"
"OSR1","OSR1","grey","130497"
"OSTN","OSTN","turquoise","344901"
"OTOF","OTOF","black","9381"
"OTOGL","OTOGL","turquoise","283310"
"OTOS","OTOS","brown","150677"
"OTUB2","OTUB2","turquoise","78990"
"OTUD7B","OTUD7B","yellow","56957"
"OTX1","OTX1","brown","5013"
"OVCH1","OVCH1","blue","341350"
"OVOL2","OVOL2","turquoise","58495"
"OXCT1","OXCT1","turquoise","5019"
"OXER1","OXER1","brown","165140"
"OXGR1","OXGR1","turquoise","27199"
"OXR1","OXR1","turquoise","55074"
"OXTR","OXTR","blue","5021"
"P2RX1","P2RX1","green","5023"
"P2RX5","P2RX5","black","5026"
"P2RX6","P2RX6","black","9127"
"P2RX7","P2RX7","brown","5027"
"P2RY1","P2RY1","grey","5028"
"P2RY12","P2RY12","grey","64805"
"P2RY13","P2RY13","green","53829"
"P2RY14","P2RY14","blue","9934"
"P2RY2","P2RY2","blue","5029"
"P2RY6","P2RY6","green","5031"
"P4HA1","P4HA1","brown","5033"
"PABPC1L2A","PABPC1L2A","turquoise","340529"
"PABPC1L2B","PABPC1L2B","turquoise","645974"
"PABPC3","PABPC3","grey","5042"
"PABPC4L","PABPC4L","blue","132430"
"PACSIN1","PACSIN1","black","29993"
"PADI2","PADI2","yellow","11240"
"PADI4","PADI4","turquoise","23569"
"PAG1","PAG1","red","55824"
"PAH","PAH","turquoise","5053"
"PAIP2B","PAIP2B","yellow","400961"
"PAK1","PAK1","turquoise","5058"
"PAK3","PAK3","turquoise","5063"
"PAK6","PAK6","turquoise","56924"
"PAK7","PAK7","turquoise",NA
"PALLD","PALLD","blue","23022"
"PALM3","PALM3","brown","342979"
"PALMD","PALMD","blue","54873"
"PAM","PAM","turquoise","5066"
"PANX2","PANX2","black","56666"
"PAPL","PAPL","yellow",NA
"PAPLN","PAPLN","blue","89932"
"PAPPA","PAPPA","grey","5069"
"PAQR5","PAQR5","blue","54852"
"PAQR6","PAQR6","yellow","79957"
"PAQR9","PAQR9","turquoise","344838"
"PARD3","PARD3","blue","56288"
"PARD3B","PARD3B","blue","117583"
"PARM1","PARM1","turquoise","25849"
"PARP15","PARP15","grey","165631"
"PARP9","PARP9","blue","83666"
"PARPBP","PARPBP","turquoise","55010"
"PARVG","PARVG","green","64098"
"PATL2","PATL2","yellow","197135"
"PAX7","PAX7","turquoise","5081"
"PAX8","PAX8","grey","7849"
"PBXIP1","PBXIP1","blue","57326"
"PCDH11X","PCDH11X","turquoise","27328"
"PCDH11Y","PCDH11Y","turquoise","83259"
"PCDH18","PCDH18","blue","54510"
"PCDH19","PCDH19","turquoise","57526"
"PCDH20","PCDH20","turquoise","64881"
"PCDH7","PCDH7","turquoise","5099"
"PCDH8","PCDH8","turquoise","5100"
"PCDHA1","PCDHA1","red","56147"
"PCDHA10","PCDHA10","red","56139"
"PCDHA11","PCDHA11","red","56138"
"PCDHA12","PCDHA12","red","56137"
"PCDHA13","PCDHA13","red","56136"
"PCDHA2","PCDHA2","red","56146"
"PCDHA3","PCDHA3","red","56145"
"PCDHA4","PCDHA4","red","56144"
"PCDHA5","PCDHA5","red","56143"
"PCDHA6","PCDHA6","red","56142"
"PCDHA7","PCDHA7","red","56141"
"PCDHA8","PCDHA8","red","56140"
"PCDHA9","PCDHA9","red","9752"
"PCDHAC1","PCDHAC1","red","56135"
"PCDHAC2","PCDHAC2","red","56134"
"PCDHB11","PCDHB11","blue","56125"
"PCDHB3","PCDHB3","turquoise","56132"
"PCDHGA1","PCDHGA1","grey","56114"
"PCDHGA10","PCDHGA10","red","56106"
"PCDHGA11","PCDHGA11","green","56105"
"PCDHGA12","PCDHGA12","green","26025"
"PCDHGA2","PCDHGA2","green","56113"
"PCDHGA3","PCDHGA3","green","56112"
"PCDHGA4","PCDHGA4","red","56111"
"PCDHGA5","PCDHGA5","red","56110"
"PCDHGA6","PCDHGA6","red","56109"
"PCDHGA7","PCDHGA7","red","56108"
"PCDHGA9","PCDHGA9","red","56107"
"PCDHGB1","PCDHGB1","red","56104"
"PCDHGB2","PCDHGB2","red","56103"
"PCDHGB3","PCDHGB3","green","56102"
"PCDHGB4","PCDHGB4","green","8641"
"PCDHGB6","PCDHGB6","green","56100"
"PCDHGB7","PCDHGB7","green","56099"
"PCDHGC3","PCDHGC3","green","5098"
"PCDHGC4","PCDHGC4","red","56098"
"PCDHGC5","PCDHGC5","red","56097"
"PCDP1","PCDP1","turquoise",NA
"PCK1","PCK1","blue","5105"
"PCLO","PCLO","turquoise","27445"
"PCOLCE","PCOLCE","blue","5118"
"PCOLCE2","PCOLCE2","grey","26577"
"PCP4","PCP4","turquoise","5121"
"PCP4L1","PCP4L1","turquoise","654790"
"PCSK1","PCSK1","turquoise","5122"
"PCSK1N","PCSK1N","black","27344"
"PCSK2","PCSK2","turquoise","5126"
"PCSK6","PCSK6","yellow","5046"
"PCSK9","PCSK9","blue","255738"
"PCYOX1L","PCYOX1L","turquoise","78991"
"PDE10A","PDE10A","turquoise","10846"
"PDE11A","PDE11A","yellow","50940"
"PDE1B","PDE1B","black","5153"
"PDE1C","PDE1C","yellow","5137"
"PDE3A","PDE3A","blue","5139"
"PDE3B","PDE3B","red","5140"
"PDE4A","PDE4A","black","5141"
"PDE4C","PDE4C","red","5143"
"PDE5A","PDE5A","blue","8654"
"PDE6B","PDE6B","yellow","5158"
"PDE6H","PDE6H","turquoise","5149"
"PDE8A","PDE8A","yellow","5151"
"PDF","PDF","red","64146"
"PDGFD","PDGFD","turquoise","80310"
"PDGFRB","PDGFRB","blue","5159"
"PDGFRL","PDGFRL","brown","5157"
"PDK4","PDK4","brown","5166"
"PDLIM1","PDLIM1","blue","9124"
"PDLIM4","PDLIM4","blue","8572"
"PDLIM7","PDLIM7","blue","9260"
"PDP1","PDP1","turquoise","54704"
"PDPR","PDPR","green","55066"
"PDXP","PDXP","black","57026"
"PDYN","PDYN","grey","5173"
"PEAR1","PEAR1","blue","375033"
"PENK","PENK","turquoise","5179"
"PER1","PER1","brown","5187"
"PERP","PERP","blue","64065"
"PFKP","PFKP","black","5214"
"PGBD4","PGBD4","red","161779"
"PGF","PGF","blue","5228"
"PGM2L1","PGM2L1","turquoise","283209"
"PGM5","PGM5","blue","5239"
"PGPEP1L","PGPEP1L","grey","145814"
"PGR","PGR","blue","5241"
"PHACTR1","PHACTR1","red","221692"
"PHEX","PHEX","blue","5251"
"PHF16","PHF16","brown",NA
"PHF19","PHF19","brown","26147"
"PHF21B","PHF21B","brown","112885"
"PHGDH","PHGDH","yellow","26227"
"PHIP","PHIP","red","55023"
"PHKG1","PHKG1","green","5260"
"PHLDA2","PHLDA2","grey","7262"
"PHLDB1","PHLDB1","yellow","23187"
"PHLDB2","PHLDB2","turquoise","90102"
"PHLPP1","PHLPP1","yellow","23239"
"PHOSPHO1","PHOSPHO1","black","162466"
"PHYHD1","PHYHD1","brown","254295"
"PHYHIP","PHYHIP","black","9796"
"PI15","PI15","grey","51050"
"PI16","PI16","yellow","221476"
"PIANP","PIANP","black","196500"
"PID1","PID1","turquoise","55022"
"PIDD","PIDD","brown",NA
"PIEZO1","PIEZO1","brown","9780"
"PIEZO2","PIEZO2","yellow","63895"
"PIF1","PIF1","brown","80119"
"PIFO","PIFO","blue",NA
"PIK3AP1","PIK3AP1","green","118788"
"PIK3C2B","PIK3C2B","yellow","5287"
"PIK3CG","PIK3CG","green","5294"
"PIK3R2","PIK3R2.1","brown","5296"
"PIK3R5","PIK3R5","green","23533"
"PILRA","PILRA","brown","29992"
"PIM1","PIM1","blue","5292"
"PIP4K2A","PIP4K2A","yellow","5305"
"PIP5K1B","PIP5K1B","turquoise","8395"
"PIP5KL1","PIP5KL1","turquoise","138429"
"PIR","PIR","brown","8544"
"PIRT","PIRT","green","644139"
"PITPNM1","PITPNM1","black","9600"
"PITPNM3","PITPNM3","black","83394"
"PIWIL2","PIWIL2","yellow","55124"
"PKD1P1","PKD1P1","brown","339044"
"PKD2L1","PKD2L1","turquoise","9033"
"PKDREJ","PKDREJ","yellow","10343"
"PKIB","PKIB","turquoise","5570"
"PKLR","PKLR","turquoise","5313"
"PKN3","PKN3","blue","29941"
"PKNOX2","PKNOX2","black","63876"
"PKP1","PKP1","grey","5317"
"PKP2","PKP2","turquoise","5318"
"PKP3","PKP3","turquoise","11187"
"PKP4","PKP4","yellow","8502"
"PLA1A","PLA1A","blue","51365"
"PLA2G16","PLA2G16","yellow",NA
"PLA2G4B","PLA2G4B","brown","100137049"
"PLA2G5","PLA2G5","blue","5322"
"PLA2R1","PLA2R1","grey","22925"
"PLAC8","PLAC8","blue","51316"
"PLAGL1","PLAGL1","turquoise","5325"
"PLAT","PLAT","blue","5327"
"PLAU","PLAU","blue","5328"
"PLAUR","PLAUR","blue","5329"
"PLBD1","PLBD1","green","79887"
"PLBD2","PLBD2","red","196463"
"PLCB1","PLCB1","turquoise","23236"
"PLCB2","PLCB2","green","5330"
"PLCB3","PLCB3","brown","5331"
"PLCB4","PLCB4","turquoise","5332"
"PLCD1","PLCD1","blue","5333"
"PLCE1","PLCE1","blue","51196"
"PLCG2","PLCG2","green","5336"
"PLCH1","PLCH1","turquoise","23007"
"PLCL2","PLCL2","turquoise","23228"
"PLCXD2","PLCXD2","red","257068"
"PLCXD3","PLCXD3","turquoise","345557"
"PLD1","PLD1","yellow","5337"
"PLD4","PLD4","green","122618"
"PLEK","PLEK","green","5341"
"PLEKHA4","PLEKHA4","blue","57664"
"PLEKHA7","PLEKHA7","green","144100"
"PLEKHB1","PLEKHB1","yellow","58473"
"PLEKHD1","PLEKHD1","red","400224"
"PLEKHF1","PLEKHF1","brown","79156"
"PLEKHG2","PLEKHG2","blue","64857"
"PLEKHG3","PLEKHG3","yellow","26030"
"PLEKHG4","PLEKHG4","yellow","25894"
"PLEKHG4B","PLEKHG4B","brown","153478"
"PLEKHG5","PLEKHG5","black","57449"
"PLEKHH1","PLEKHH1","yellow","57475"
"PLEKHM3","PLEKHM3","red","389072"
"PLEKHO2","PLEKHO2","blue","80301"
"PLG","PLG","turquoise","5340"
"PLGLB1","PLGLB1","grey","5343"
"PLIN1","PLIN1","brown","5346"
"PLIN2","PLIN2","blue","123"
"PLIN3","PLIN3","yellow","10226"
"PLIN4","PLIN4","brown","729359"
"PLIN5","PLIN5","brown","440503"
"PLK1","PLK1","brown","5347"
"PLK2","PLK2","turquoise","10769"
"PLK4","PLK4","turquoise","10733"
"PLK5","PLK5","brown","126520"
"PLLP","PLLP","yellow","51090"
"PLN","PLN","blue","5350"
"PLOD3","PLOD3","brown","8985"
"PLP1","PLP1","yellow","5354"
"PLP2","PLP2","blue","5355"
"PLSCR1","PLSCR1","blue","5359"
"PLSCR4","PLSCR4","blue","57088"
"PLTP","PLTP","blue","5360"
